,Temperature,Humidity,Pressure,WindSpeed,Precipitation
2010-01-01,16.74834280137122,37.5834329366985,1006.3730851651196,4.34093886492848,0.0
2010-01-02,15.101531270827632,51.10743225781694,1013.8676107546264,8.45880253092432,1.3285987212706607
2010-01-03,17.717360622650883,56.334907145053435,1007.6716373122008,2.925995416511671,3.381418782466698
2010-01-04,20.601125971258874,66.4330764758958,1004.8073353581062,7.325268235236923,3.3940649541408296
2010-01-05,15.58701185689169,46.31197007216697,1022.5538857117986,9.533968397609609,0.016343655267210322
2010-01-06,15.84411459086398,36.25366296433161,1001.0246768873484,3.633012505959018,0.0
2010-01-07,21.540759120012467,57.397990554303576,1004.0618356941839,7.211068566668941,1.504588750317787
2010-01-08,19.3614857691577,36.513270056424645,1001.9597436652762,4.274546262413059,0.0
2010-01-09,15.906209152159361,47.68534100884547,998.0975247670095,7.772294386522367,0.6090893083323299
2010-01-10,19.19707729348006,47.825256498150026,1014.464142918426,0.28553243727118094,1.2291335213542978
2010-01-11,16.433147569211275,51.08709168239328,1024.6150304848197,0.06346326462396057,3.9689465020680057
2010-01-12,16.679378237318517,58.5519554520841,1011.1512324375474,3.8261968552773777,3.5650401462087875
2010-01-13,19.054709509760585,43.63630242225583,997.9425219943583,2.333225572820688,2.970278860301705
2010-01-14,12.840250756115859,50.84258210027446,1021.3994453974203,3.449872671710344,4.385768038003893
2010-01-15,13.655545929203706,53.02952350590426,1029.8570175403497,4.341420252658581,1.3791762698912655
2010-01-16,17.392509775288666,52.79972468754355,1006.5375767585341,7.160040595508756,1.1293487047061712
2010-01-17,16.288743132205862,52.83390018097629,1008.2144573328228,3.7770182643021952,0.402090572453646
2010-01-18,20.516560367630156,54.101777568410725,1018.1566063008339,2.52841606813074,5.742793727113609
2010-01-19,17.094972698821834,59.890908747006456,1029.2187374778505,3.9454598697233036,1.1252696155306607
2010-01-20,15.825932389905827,56.013374961556764,1007.8016585427478,2.692564160580147,3.3042386553184158
2010-01-21,24.702088139410236,52.18481116538707,999.6755021900179,2.197983493811857,1.1684597652169937
2010-01-22,19.86853924190049,34.24349871158498,1019.314186062724,0.16094955926909282,4.367630509869821
2010-01-23,20.98753570771788,50.008509137797866,1020.990680731423,5.208434348663236,1.0889333936717809
2010-01-24,16.748075279449225,56.421037840291476,1013.0613145043523,3.2938828802088396,4.034366296992826
2010-01-25,19.624755865609202,57.4770340128999,1007.4186674034255,7.898836217704015,1.412099698473131
2010-01-26,21.824401657386066,42.16429142896903,1022.9437873099205,0.657811723823178,0.0
2010-01-27,18.27045939383925,44.274377554193926,1018.2803600454796,3.373749334856363,1.2377408124218734
2010-01-28,23.08034811857978,42.718819187874125,1005.3156448309651,10.438721661976246,11.68380678650171
2010-01-29,20.37909153198041,55.17459323292323,1013.4909473130567,2.1811714487064515,1.9753082403796096
2010-01-30,21.531552003019826,59.57303454773217,999.4829246797535,4.290400243711628,6.464716064309701
